Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),CO2X(24),COX(50),CHOX(53),H2OX(23)
9.296645839876569e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679995375,0.11866996602991969,0.022821567693053622,2.446814226142299e-87,1.2592604305053547e-49,4.3056285923322971e-28,5.5218079360351713e-64,3.2914281874811545e-42,1.0327418138729749e-99,8.2050295492552402e-16,1.4870377031343059e-82,8.2050295492405565e-16,3.7364776420163996e-56,1.307307362761709e-57,9.2051666863121014e-84,1.067336654861923e-84,6.5150959917864644e-42,1.3349143064167736e-65,4.4809905990254221e-14,1.3267416743623283e-15,5.3113928382946768e-18,1.3057588901478305e-29,4.8350197980552458e-29,5.3113907858323145e-18,1.025354258653126e-24,3.7034237448857671e-28,8.1479070602824759e-32,1.1538442512000476e-54,2.6208801890311686e-40,1.6598050209013848e-74,1.3540373925900725e-78,1.6211159834975459e-77,1.4724254698917636e-79,4.0514954039226686e-42
1.8593796082435566e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679990762,0.11866996602987405,0.02282156769305296,6.3785338900732372e-85,2.0149130071938462e-48,1.7226410631282657e-27,3.5984443453400627e-62,2.6333092274050619e-41,2.6917889034602053e-97,1.6410504274005673e-15,9.5179595257497802e-81,1.6410504273946938e-15,5.9787696846500944e-55,2.0918366485587422e-56,1.199680476449278e-81,1.3910263512519906e-82,5.2123079232202317e-41,4.2720251440459572e-64,8.9622243205063667e-14,2.6535553329721894e-15,1.0623075909145438e-17,5.2232305768349534e-29,1.9340866006017188e-28,1.0623067697482833e-17,4.1001024735027371e-24,2.9618684742653406e-27,6.639877102603038e-31,3.7601960765980209e-53,2.0971667936321101e-39,1.0623508577750759e-72,1.7649617214704778e-76,2.1127495438034974e-75,1.9192833374756539e-77,3.2413399469673072e-41
3.7188096567553564e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679981531,0.11866996602978278,0.022821567693051634,1.6913191309762902e-82,3.2239230723593814e-47,6.8932582680178732e-27,2.3852067127911099e-60,2.1067140547424218e-40,7.1355564503915699e-95,3.2821453723506978e-15,6.0917879414986106e-79,3.2821453723272027e-15,9.566355867001244e-54,3.3470374344505435e-55,1.5901952953811905e-79,1.8438272438287796e-80,4.1699192239177909e-40,1.3670959427005537e-62,1.7924691763367133e-13,5.3071826501905966e-15,2.1246448226134851e-17,2.0893207228354871e-28,7.73650366472449e-28,2.1246415366994371e-17,1.6388903654322497e-23,2.3679346878675317e-26,5.5058274454649486e-30,1.2465385636048148e-51,1.6783536701287759e-38,6.7992875367318337e-71,2.3401203063038352e-74,2.8004826024768215e-73,2.5447449579429226e-75,2.5931171107773954e-40
7.437669753778956e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679963073,0.11866996602960023,0.02282156769304898,4.6279525643130222e-80,5.1582793779418034e-46,2.7593703111083143e-26,1.631462285929369e-58,1.6853979130331288e-39,1.9515808138959669e-92,6.5643352622511303e-15,3.898838310813319e-77,6.5643352621571502e-15,1.5306428870102655e-52,5.3552842069475305e-54,2.1748522309831979e-77,2.5217353860579255e-78,3.3359332236719238e-39,4.3747836310188655e-61,3.5849626648684167e-13,1.0614437284622147e-14,4.249321762316274e-17,8.3572557829129404e-28,3.0946328360385725e-27,4.2493086090887994e-17,6.5461752349652777e-23,1.8917891173582962e-25,4.7141839373236516e-29,4.2651309736565259e-50,1.3436257268292772e-37,4.3516214485196742e-69,3.2020080970781976e-72,3.8301179459155913e-71,3.482034307904179e-73,2.0744920738946127e-39
1.4875389947826155e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679926153,0.11866996602923512,0.022821567693043672,1.3367819006096483e-77,8.2530974690643817e-45,1.1053783410901152e-25,1.177895797888804e-56,1.3483289977314078e-38,5.6328087825858768e-90,1.3128715042052686e-14,2.4952866022422298e-75,1.3128715041676764e-14,2.4490493719635252e-51,8.5682990606983393e-53,3.139219937956129e-75,3.6399170945916303e-76,2.6686956226421653e-38,1.3999430064846871e-59,7.1699496417700236e-13,2.1228946553464198e-14,8.4986855962224171e-17,3.3428296197925671e-27,1.237859342397249e-26,8.498632907838625e-17,2.6109514857804818e-22,1.5093265573191074e-24,4.2645696996604714e-28,1.540888391396802e-48,1.076384157724357e-36,2.7850624629211716e-67,4.6253863642654175e-70,5.528459025761474e-69,5.0299966327434582e-71,1.6595615324860196e-38
2.9750830335920553e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679852312,0.11866996602850491,0.022821567693033059,4.1944028316103449e-75,1.3204351544119482e-43,4.4344173015537269e-25,9.2372858960215352e-55,1.0786674643679366e-37,1.7654815581916225e-87,2.6257474601658565e-14,1.5969930443024091e-73,2.6257474600154876e-14,3.918495577990159e-50,1.3708593623247306e-51,4.9209547848339061e-73,5.7058335967792873e-74,2.1348559712358598e-37,4.4798371234432574e-58,1.4339923594926035e-12,4.2457965091064106e-14,1.6997453472381566e-16,1.3370634965573144e-26,4.9514492569731367e-26,1.699724212140496e-16,1.0384059625823295e-21,1.2009338959236832e-23,4.1945904014797774e-27,6.0487059843198112e-47,8.6345507290555326e-36,1.7824478401010877e-65,7.2585088098089738e-68,8.6662585351285541e-67,7.8937818464481295e-69,1.3275860103358919e-37
5.950171111210935e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767970463,0.11866996602704448,0.022821567693011829,1.4630312322426213e-72,2.1124927914854746e-42,1.783919669284865e-24,8.0528158743324676e-53,8.629356767620204e-37,6.150458520826671e-85,5.2514993720881371e-14,1.022078616336847e-71,5.2514993714866603e-14,6.2696061289386501e-49,2.1931409126208766e-50,8.5743870543173855e-71,9.941977359925277e-72,1.7077163556228479e-36,1.4335509431751732e-56,2.8679871498649258e-12,8.4916002165927116e-14,3.3995153119721559e-16,5.3476868574368274e-26,1.9805816573830626e-25,3.3994303014265746e-16,4.1065692391071899e-21,9.5045946734797618e-23,4.5888741020943594e-26,2.6399692284060335e-45,6.9445976810843049e-35,1.1407690679395931e-63,1.2663108472464067e-65,1.5100286267746368e-64,1.3772534240052634e-66,1.0619629516584873e-36
1.1900347266448695e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679409272,0.11866996602412364,0.02282156769296937,5.6779028598270793e-70,3.3793295378061572e-41,7.2143604022230527e-24,7.8115901723597961e-51,6.9034922158344084e-36,2.3843967638143041e-82,1.0503003195937122e-13,6.541312833286765e-70,1.0503003193531215e-13,1.0031380170744947e-47,3.508264717237431e-49,1.6625351035305065e-68,1.9277043477688176e-69,1.3659006443501998e-35,4.5873675567487189e-55,5.7359767295740496e-12,1.6983207631430599e-13,6.7991231542159795e-16,2.1386170970473986e-25,7.9223271556392416e-25,6.7987794674578428e-16,1.6061517316043706e-20,7.4440124592058783e-22,5.5840241045075266e-25,1.281949118978309e-43,5.6130169323616006e-34,7.300929028888274e-62,2.4579388569165592e-63,2.9278753359803433e-62,2.673717565795748e-64,8.4939914985232116e-36
2.380069957692421e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727678818555,0.11866996601828195,0.022821567692884456,2.3851720140257839e-67,5.4048134522414522e-40,2.9449172967582211e-23,8.2038634034142192e-49,5.522796462424007e-35,1.0010585025919613e-79,2.1006010843652775e-13,4.1864431487955651e-68,2.1006010834029152e-13,1.6050215928302079e-46,5.6107810522826788e-48,3.4906614142860632e-66,4.0474096460012497e-67,1.0922836349041232e-34,1.4679581118259151e-53,1.1471955884850218e-11,3.3966422460567507e-13,1.3598627939633552e-15,8.5508012646865955e-25,3.1689282610156798e-24,1.359722575870318e-15,6.1502610102917064e-20,5.7145469104494789e-21,7.3480952411163571e-24,6.7369753561279193e-42,4.5768327189666115e-33,4.6725957326733066e-60,5.1636672847576802e-61,6.1473622227658615e-60,5.6187818884038171e-62,6.7924478500394312e-35
4.760140419787525e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727677637123,0.11866996600659857,0.022821567692714623,1.0356730447017905e-64,8.6409399221688478e-39,1.2200322680715455e-22,8.908759633679689e-47,4.4182381963434363e-34,4.347258492929676e-77,4.2012026139154772e-13,2.6793243435159788e-66,4.2012026100660339e-13,2.5680349572767641e-45,8.9693185483593674e-47,7.5799800570343894e-64,8.7889535277786372e-65,8.7312818496907358e-34,4.6974652596633779e-52,2.2943914178834233e-11,6.7932852116686185e-13,2.7198914295182007e-15,3.4173886990218942e-24,1.2675686189969828e-23,2.7193110252690282e-15,2.2650598553370031e-19,4.2280847900962383e-20,9.9837560145726654e-23,3.6590727103285075e-40,3.7848241685372877e-32,2.9904602508365214e-58,1.1211531810280544e-58,1.3348970828033773e-57,1.2210899597155504e-59,5.4295678045960582e-34
9.520281343977733e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727675274252,0.11866996598323182,0.022821567692374957,4.4109422263815352e-62,1.3803912039703094e-37,5.1509128212446489e-22,9.4943955296899585e-45,3.5345908884563552e-33,1.8534574081701969e-74,8.4024056730441281e-13,1.7147675427357833e-64,8.4024056576464013e-13,4.1088556069475764e-44,1.4325759180801113e-45,1.6157953600167555e-61,1.8735047475415825e-62,6.97386889889387e-33,1.5031878190427203e-50,4.5887830700528983e-11,1.3586571142030439e-12,5.4405325403204925e-15,1.3646153310546831e-23,5.0702517840077499e-23,5.4380847484659394e-15,7.8045119694715433e-19,2.9367515661886322e-19,1.3292890546632216e-21,1.9494615052646669e-38,3.1878855599711359e-31,1.9138924588740283e-56,2.3873939477939623e-56,2.8455312675441153e-55,2.6037577815228386e-57,4.3366445744095206e-33
1.9040563192358148e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727670548515,0.11866996593649831,0.022821567691695629,1.7516683937457956e-59,2.2017476684950951e-36,2.2091084299595877e-21,9.4442209068275761e-43,2.8276727166866786e-32,7.3783858944957732e-72,1.6804811791414223e-12,1.0974508696832267e-62,1.6804811729823681e-12,6.5741666260668e-43,2.2841126836000312e-44,3.2156007829926634e-59,3.7284578660557556e-60,5.5613242938370237e-32,4.8101932235871335e-49,9.1775663478825313e-11,2.7173142999307627e-12,1.0884509840034223e-14,5.4398289709884052e-23,2.0280823184839243e-22,1.0874019970726297e-14,2.4317962421316189e-18,1.8528032410521235e-18,1.6494416283056289e-20,9.6892391357159853e-37,2.7285656943032724e-30,1.2248882280556021e-54,4.7395873445402976e-54,5.6628322833664539e-53,5.1814346201830003e-55,3.4581515922819962e-32
2.856084504073856e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727665822779,0.11866996588976481,0.022821567691016301,1.4214809548506974e-58,8.0917624805967255e-36,4.8570121645531112e-21,5.7850125478267806e-42,8.394653240311036e-32,5.9594185484750531e-71,2.520721790989711e-12,6.2310002812130621e-62,2.5207217779017508e-12,2.4871403202616395e-42,8.6945826504882597e-44,2.2813655216296915e-58,2.6452188346828051e-59,1.5872823710511399e-31,2.2439430936687694e-48,1.3766349599202851e-10,4.0759714853138377e-12,1.6331405198008903e-14,1.1532378080931545e-22,4.3096478412232641e-22,1.6308343446974067e-14,4.4127415827797702e-18,4.6715222359771489e-18,5.449056406443269e-20,5.0166059645388134e-36,8.0267740013447432e-30,6.849676736997905e-54,3.380735107986131e-53,4.0175836660810325e-52,3.6965874264106379e-54,9.8698796092216406e-32
3.8081126889118977e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727661097042,0.1186699658430313,0.022821567690336973,7.4501894623803723e-58,2.0494714730473651e-35,8.4867127404302107e-21,2.2781169576623947e-41,1.8291507104906838e-31,2.8845158126420777e-70,3.3609624028492358e-12,2.3963159367884694e-61,3.3609623805227942e-12,6.4740110190370143e-42,2.3352905102471297e-43,9.9990215788232058e-58,1.1593741470262456e-58,3.3424882049689526e-31,6.8328203856441273e-48,1.8355132824013854e-10,5.4346286703525106e-12,2.1781358422575806e-14,1.9630209864273049e-22,7.3517096223868419e-22,2.174105565520021e-14,6.5934723871770139e-18,8.8681158728248505e-18,1.2637085335525198e-19,1.7614178169163598e-35,1.7284393617876278e-29,2.3977187059481492e-53,1.6353394585005368e-52,1.7608645900825427e-51,1.7895459129354784e-53,2.0783571509083964e-31
5.712169058587981e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727651645569,0.11866996574956427,0.022821567688978316,1.08082659463892e-56,7.1507809272468761e-35,1.8097305672900286e-20,1.6820223482189604e-40,5.3094598989048168e-31,2.8580728026596309e-69,5.0414436265945571e-12,1.8237841261272237e-60,5.0414435803708361e-12,2.3758699783541614e-41,9.4097053080848749e-43,8.5844779047158305e-57,9.9535333548185912e-58,9.1042176698121121e-31,3.1130508481424505e-47,2.7532699211420117e-10,8.1519430396221107e-12,3.2688693662753689e-14,4.0495043105052271e-22,1.5220633733098491e-21,3.2602700006437434e-14,1.1204654132676857e-17,2.0676636287994095e-17,3.8579170768676174e-19,1.1077634441885561e-34,4.8480645021112477e-29,1.3344456298009653e-52,2.1781539739308261e-51,1.5117432377756481e-50,2.3880776803867837e-52,5.6608376044654559e-31
7.616225428264064e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727642194085,0.11866996565609725,0.02282156768761966,5.8294611189426023e-56,1.7834277125660152e-34,3.1421856785467289e-20,6.5701413010465811e-40,1.161118929756994e-30,1.3732313781053512e-68,6.7219248503810185e-12,6.8866016469634856e-60,6.7219247717670955e-12,6.1608071855939131e-41,2.5420971787300691e-42,3.748069044460952e-56,4.3457981058741861e-57,1.9002541436787171e-30,9.3505567818278332e-47,3.6710265501342182e-10,1.0869257407626221e-11,4.3607847027496409e-14,6.863493360978514e-22,2.5886073107902543e-21,4.3458423119102117e-14,1.6066738000991417e-17,3.7934278373103843e-17,8.6744330984129401e-19,3.779202613639996e-34,1.0334837257668677e-28,4.5613871040280316e-52,1.0320255436667775e-50,6.6003825653065804e-50,1.132654018737397e-51,1.181514100645513e-30
9.520281797940148e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727632742607,0.11866996556263022,0.022821567686261004,2.3877656144223619e-55,3.7765320919540185e-34,4.8761881667081748e-20,2.0316121352182126e-39,2.1784169991997072e-30,5.1959193019436242e-68,8.4024060742114142e-12,2.1064714937651985e-59,8.4024059541078961e-12,1.3470458353226389e-40,5.6949800695284115e-42,1.2894331291645191e-55,1.4950621026855881e-56,3.450756845244531e-30,2.3331111974572439e-46,4.5887831686816881e-10,1.3586571774275231e-11,5.4539907442451872e-14,1.0449056763677143e-21,3.9547697801117546e-21,5.4307805239334172e-14,2.1026549867656943e-17,6.1118035262533394e-17,1.6673332308872666e-18,1.0396271118806664e-33,1.9098777306445121e-28,1.279181467955452e-51,3.847380442672296e-50,2.2706881155513255e-49,4.2268721343035663e-51,2.1455100874478061e-30
